Kind,Name,File,PercentLackOfCohesion,CountClassCoupled,AvgCyclomatic,SumCyclomatic,MaxNesting,Essential,CountClassDerived,MaxInheritanceTree,CountClassBase,CountLineCode,CountLineComment,CountDeclClass,CountDeclInstanceMethod
File,"androidTest\java\br\alu\ufc\robertcabral\consultorio\ExampleInstrumentedTest.java",androidTest\java\br\alu\ufc\robertcabral\consultorio\ExampleInstrumentedTest.java,,,1,1,0,,,,,15,6,1,1
Package,"br",,,,0,0,0,,,,,0,0,0,0
Package,"br.alu",,,,0,0,0,,,,,0,0,0,0
Package,"br.alu.ufc",,,,0,0,0,,,,,0,0,0,0
Package,"br.alu.ufc.robertcabral",,,,0,0,0,,,,,0,0,0,0
Package,"br.alu.ufc.robertcabral.consultorio",androidTest\java\br\alu\ufc\robertcabral\consultorio\ExampleInstrumentedTest.java,,,1,2,0,,,,,24,11,2,2
Public Class,"br.alu.ufc.robertcabral.consultorio.ExampleInstrumentedTest",androidTest\java\br\alu\ufc\robertcabral\consultorio\ExampleInstrumentedTest.java,0,3,1,1,0,,0,1,1,7,6,,1
Public Method,"br.alu.ufc.robertcabral.consultorio.ExampleInstrumentedTest.useAppContext",androidTest\java\br\alu\ufc\robertcabral\consultorio\ExampleInstrumentedTest.java,,,,1,0,1,,,,4,1,,
Public Class,"br.alu.ufc.robertcabral.consultorio.ExampleUnitTest",test\java\br\alu\ufc\robertcabral\consultorio\ExampleUnitTest.java,0,1,1,1,0,,0,1,1,5,5,,1
Public Method,"br.alu.ufc.robertcabral.consultorio.ExampleUnitTest.addition_isCorrect",test\java\br\alu\ufc\robertcabral\consultorio\ExampleUnitTest.java,,,,1,0,1,,,,3,0,,
Package,"br.alu.ufc.robertcabral.consultorio.activitys",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,1,299,3,,,,,1924,62,52,137
Public Class,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,75,23,1,9,0,,0,2,2,152,0,,4
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.(Anon_4)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,0,10,2,4,1,,0,2,1,17,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.(Anon_4).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.(Anon_4).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,3,1,1,,,,12,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onClick",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,2,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,2,0,1,,,,66,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate.(Anon_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,0,9,1,3,0,,0,2,1,37,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate.(Anon_1).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate.(Anon_1).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,2,0,1,,,,32,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate.(Anon_1).onDataChange.(Anon_2)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,0,11,3,6,2,,0,2,1,24,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate.(Anon_1).onDataChange.(Anon_2).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate.(Anon_1).onDataChange.(Anon_2).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,5,2,1,,,,19,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate.(Anon_3)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,0,7,1,2,0,,0,2,1,8,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate.(Anon_3).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate.(Anon_3).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,3,0,,
Lambda Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreate.(lambda_expr_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onCreateOptionsMenu",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,4,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onOptionsItemSelected",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,5,0,1,,,,47,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onOptionsItemSelected.(Anon_5)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,0,9,1,3,0,,0,2,1,12,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onOptionsItemSelected.(Anon_5).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onOptionsItemSelected.(Anon_5).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,2,0,1,,,,7,0,,
Lambda Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onOptionsItemSelected.(Anon_5).onDataChange.(lambda_expr_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,2,0,,
Lambda Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onOptionsItemSelected.(lambda_expr_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,2,0,1,,,,10,0,,
Lambda Method,"br.alu.ufc.robertcabral.consultorio.activitys.AddAdminActivity.onOptionsItemSelected.(lambda_expr_1).(lambda_expr_2)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AddAdminActivity.java,,,,1,0,1,,,,2,0,,
Public Class,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,72,21,2,9,1,,0,2,2,168,21,,4
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.(Anon_2)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,0,12,2,6,1,,0,2,1,23,1,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.(Anon_2).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.(Anon_2).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,5,1,1,,,,18,1,,
Lambda Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.(Anon_2).onDataChange.(lambda_expr_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,1,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onClick",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,2,1,1,,,,7,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onCreate",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,2,0,1,,,,29,18,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onCreate.(Anon_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,0,7,1,2,0,,0,2,1,8,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onCreate.(Anon_1).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onCreate.(Anon_1).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,3,0,,
Lambda Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onCreate.(lambda_expr_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,3,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onCreateOptionsMenu",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,4,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,4,1,1,,,,88,1,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,0,7,2,4,0,,0,2,1,70,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,3,0,1,,,,65,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange.(Anon_4)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,0,10,2,4,0,,0,2,1,55,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange.(Anon_4).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange.(Anon_4).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,3,0,1,,,,50,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange.(Anon_4).onDataChange.(Anon_5)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,0,13,3,8,2,,0,2,1,28,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange.(Anon_4).onDataChange.(Anon_5).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange.(Anon_4).onDataChange.(Anon_5).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,7,2,1,,,,23,0,,
Lambda Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange.(Anon_4).onDataChange.(Anon_5).onDataChange.(lambda_expr_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,1,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange.(Anon_4).onDataChange.(Anon_6)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,0,8,1,2,0,,0,2,1,10,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange.(Anon_4).onDataChange.(Anon_6).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.AdminActivity.onOptionsItemSelected.(Anon_3).onDataChange.(Anon_4).onDataChange.(Anon_6).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\AdminActivity.java,,,,1,0,1,,,,5,0,,
Public Class,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,78,23,2,11,1,,0,2,2,162,9,,5
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.(Anon_3)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,0,7,3,6,3,,0,2,1,21,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.(Anon_3).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.(Anon_3).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,5,3,1,,,,16,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.(Anon_4)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,0,7,3,7,3,,0,2,1,25,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.(Anon_4).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.(Anon_4).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,6,3,1,,,,20,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onClick",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,6,1,1,,,,44,5,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onClick.(Anon_5)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,0,8,1,2,0,,0,2,1,19,1,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onClick.(Anon_5).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onClick.(Anon_5).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,14,1,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onClick.(Anon_5).onDataChange.(Anon_6)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,0,7,2,2,1,,0,2,1,8,0,,1
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onClick.(Anon_5).onDataChange.(Anon_6).onComplete",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,2,1,1,,,,6,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onCreate",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,37,2,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onCreate.(Anon_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,0,6,1,2,0,,0,2,1,8,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onCreate.(Anon_1).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onCreate.(Anon_1).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,3,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onCreate.(Anon_2)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,0,7,1,2,0,,0,2,1,8,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onCreate.(Anon_2).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onCreate.(Anon_2).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,3,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onPause",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,4,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onResume",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,1,0,1,,,,4,0,,
Protected Method,"br.alu.ufc.robertcabral.consultorio.activitys.DashboardActivity.onStart",main\java\br\alu\ufc\robertcabral\consultorio\activitys\DashboardActivity.java,,,,2,1,1,,,,11,0,,
Public Class,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,78,43,2,32,3,,0,2,2,363,2,,10
Private Method,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.firebaseAuthWithGoogle",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,,,,3,1,1,,,,39,0,,
Lambda Method,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.firebaseAuthWithGoogle.(lambda_expr_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,,,,2,0,1,,,,33,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.firebaseAuthWithGoogle.(lambda_expr_1).(Anon_6)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,0,9,1,3,1,,0,2,1,19,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.firebaseAuthWithGoogle.(lambda_expr_1).(Anon_6).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.firebaseAuthWithGoogle.(lambda_expr_1).(Anon_6).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,,,,2,1,1,,,,14,0,,
Private Method,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.handleFacebookToken",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,,,,3,0,1,,,,34,0,,
Lambda Method,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.handleFacebookToken.(lambda_expr_1)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,,,,2,0,1,,,,30,0,,
Anonymous Class,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.handleFacebookToken.(lambda_expr_1).(Anon_5)",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,0,9,1,3,1,,0,2,1,19,0,,2
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.handleFacebookToken.(lambda_expr_1).(Anon_5).onCancelled",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,,,,1,0,1,,,,2,0,,
Public Method,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.handleFacebookToken.(lambda_expr_1).(Anon_5).onDataChange",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,,,,2,1,1,,,,14,0,,
Method,"br.alu.ufc.robertcabral.consultorio.activitys.MainActivity.makeLogin",main\java\br\alu\ufc\robertcabral\consultorio\activitys\MainActivity.java,,,,4,0,4,,,,42,0,,
